gender,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
0,22,27,5,0,2,4,35,20,20,20,0,5,7,8,8,8,7,7,15,15,25,20,15,10,6,6,5,7,7,4,8,8,5,7,4,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.19,7,3,2,7,4,0,0,0,0
0,22,22,0,0,2,4,60,0,0,40,0,0,7,9,10,6,6,5,15,15,25,20,15,10,6,6,5,7,7,6,6,8,4,9,4,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.21,7,3,2,7,3,1,0,1,0
0,22,22,0,1,2,4,19,18,19,18,14,12,10,10,10,10,10,10,15,15,25,20,15,10,6,6,5,7,7,3,6,8,7,8,8,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.52,7,3,2,7,8,1,0,1,0
0,22,23,1,0,2,4,30,5,15,40,5,5,8,8,9,8,9,9,15,15,25,20,15,10,6,6,5,7,7,7,8,8,7,7,6,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.46,7,3,2,8,6,1,1,1,1
0,22,24,2,0,2,4,30,10,20,10,10,20,8,7,9,6,9,5,15,15,25,20,15,10,6,6,5,7,7,4,7,7,4,8,5,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.27,7,3,2,5,6,1,0,1,0
0,22,25,3,0,2,4,50,0,30,10,0,10,8,8,8,6,6,6,15,15,25,20,15,10,6,6,5,7,7,4,8,7,4,5,4,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.59,7,3,2,5,5,0,0,1,0
0,22,30,8,0,2,4,35,15,25,10,5,10,7,6,5,4,4,3,15,15,25,20,15,10,6,6,5,7,7,7,7,8,7,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.31,7,3,2,8,7,0,1,0,0
0,22,27,5,0,2,4,33.33,11.11,11.11,11.11,11.11,22.22,8,7,6,7,7,5,15,15,25,20,15,10,6,6,5,7,7,5,7,8,5,9,5,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.08,7,3,2,5,7,0,0,1,0
0,22,28,6,0,2,4,50,0,25,10,0,15,9,7,9,9,9,10,15,15,25,20,15,10,6,6,5,7,7,6,6,8,8,8,6,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.34,7,3,2,6,6,0,1,1,1
0,22,24,2,0,2,4,100,0,0,0,0,0,7,6,8,6,8,7,15,15,25,20,15,10,6,6,5,7,7,8,6,7,7,8,6,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.16,7,3,2,7,5,0,1,0,0
0,26,27,1,0,1,1,35,20,20,20,0,5,6,8,7,8,7,5,20,10,20,30,10,10,7,6,10,7,7,8,10,9,8,7,6,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.19,6,15,1,5,5,0,1,0,0
0,26,22,4,0,1,1,60,0,0,40,0,0,8,8,10,7,6,5,20,10,20,30,10,10,7,6,10,7,7,10,10,10,10,10,10,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.03,6,15,1,10,5,0,1,1,1
0,26,22,4,0,1,1,19,18,19,18,14,12,10,10,10,10,10,10,20,10,20,30,10,10,7,6,10,7,7,5,10,10,6,6,6,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.68,6,15,1,8,5,0,1,1,1
0,26,23,3,0,1,1,30,5,15,40,5,5,7,8,7,8,8,7,20,10,20,30,10,10,7,6,10,7,7,10,9,8,8,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.26,6,15,1,7,5,0,1,1,1
0,26,24,2,0,1,1,30,10,20,10,10,20,7,9,8,9,7,7,20,10,20,30,10,10,7,6,10,7,7,5,10,8,8,5,5,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.01,6,15,1,5,5,0,1,1,1
0,26,25,1,0,1,1,50,0,30,10,0,10,6,6,7,8,7,7,20,10,20,30,10,10,7,6,10,7,7,8,9,9,7,6,5,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.42,6,15,1,6,5,0,1,1,1
0,26,30,4,0,1,1,35,15,25,10,5,10,8,6,7,8,6,5,20,10,20,30,10,10,7,6,10,7,7,6,8,9,6,6,6,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.21,6,15,1,7,5,0,1,1,1
0,26,27,1,0,1,1,33.33,11.11,11.11,11.11,11.11,22.22,7,7,7,7,6,5,20,10,20,30,10,10,7,6,10,7,7,6,7,8,7,9,6,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.1,6,15,1,7,5,0,1,0,0
0,26,28,2,0,1,1,50,0,25,10,0,15,6,6,6,7,6,6,20,10,20,30,10,10,7,6,10,7,7,8,5,5,6,5,5,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.35,6,15,1,7,6,0,1,1,1
0,26,24,2,0,1,1,100,0,0,0,0,0,5,6,6,6,6,6,20,10,20,30,10,10,7,6,10,7,7,7,8,7,8,7,8,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.23,6,15,1,8,5,0,1,0,0
1,27,21,6,0,7,3,15,20,20,15,15,15,6,9,7,7,6,5,35,20,20,20,0,5,8,9,7,8,5,6,8,8,8,8,6,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.14,7,3,0,7,4,0,0,1,0
1,27,24,3,1,7,3,45,5,25,20,0,5,5,7,8,4,6,3,35,20,20,20,0,5,8,9,7,8,5,8,7,6,9,7,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.29,7,3,0,7,2,0,0,0,0
1,27,25,2,1,7,3,35,10,35,10,10,0,7,9,10,7,8,9,35,20,20,20,0,5,8,9,7,8,5,7,8,6,5,8,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.24,7,3,0,5,2,1,0,0,0
1,27,23,4,1,7,3,20,20,20,20,10,10,4,10,8,5,8,7,35,20,20,20,0,5,8,9,7,8,5,6,7,8,7,7,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.18,7,3,0,6,3,0,0,0,0
1,27,21,6,1,7,3,20,5,25,25,10,15,5,8,8,2,2,2,35,20,20,20,0,5,8,9,7,8,5,6,8,8,8,7,6,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.43,7,3,0,6,5,0,0,0,0
1,27,23,4,0,7,3,10,25,20,25,5,15,6,9,7,6,7,6,35,20,20,20,0,5,8,9,7,8,5,7,9,8,9,8,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.33,7,3,0,7,4,0,0,1,0
1,27,22,5,0,7,3,15,15,25,20,15,10,4,8,8,5,7,4,35,20,20,20,0,5,8,9,7,8,5,7,8,8,8,7,7,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,3,0,7,4,0,0,0,0
1,27,25,2,1,7,3,9.09,18.18,27.27,18.18,18.18,9.09,5,8,7,4,7,5,35,20,20,20,0,5,8,9,7,8,5,8,7,6,6,6,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.03,7,3,0,7,4,0,0,1,0
1,27,26,1,0,7,3,20,10,20,30,10,10,8,10,9,8,7,6,35,20,20,20,0,5,8,9,7,8,5,6,8,7,8,7,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,3,0,6,4,0,0,1,0
1,22,21,1,0,1,1,15,20,20,15,15,15,7,8,7,8,5,6,60,0,0,40,0,0,9,9,9,10,9,7,8,10,7,7,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.54,7,20,3,8,4,0,0,1,0
1,22,24,2,1,1,1,45,5,25,20,0,5,8,5,6,6,9,6,60,0,0,40,0,0,9,9,9,10,9,7,6,10,6,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.18,7,20,3,8,4,0,0,0,0
1,22,25,3,1,1,1,35,10,35,10,10,0,9,7,9,8,9,7,60,0,0,40,0,0,9,9,9,10,9,6,7,10,6,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.14,7,20,3,7,3,0,0,0,0
1,22,23,1,1,1,1,20,20,20,20,10,10,8,7,8,10,7,8,60,0,0,40,0,0,9,9,9,10,9,6,5,10,6,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.18,7,20,3,6,3,1,0,0,0
1,22,21,1,1,1,1,20,5,25,25,10,15,8,6,6,5,5,5,60,0,0,40,0,0,9,9,9,10,9,6,7,10,7,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0,7,20,3,7,4,1,0,0,0
1,22,23,1,0,1,1,10,25,20,25,5,15,6,9,9,6,8,2,60,0,0,40,0,0,9,9,9,10,9,6,8,10,6,7,6,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.37,7,20,3,7,4,0,0,1,0
1,22,22,0,0,1,1,15,15,25,20,15,10,6,6,8,4,9,4,60,0,0,40,0,0,9,9,9,10,9,7,9,10,6,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.21,7,20,3,8,4,1,1,0,0
1,22,25,3,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,8,7,7,9,6,7,60,0,0,40,0,0,9,9,9,10,9,8,8,10,7,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.11,7,20,3,9,4,0,1,1,1
1,22,26,4,0,1,1,20,10,20,30,10,10,10,10,10,10,10,10,60,0,0,40,0,0,9,9,9,10,9,8,8,10,7,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.03,7,20,3,8,4,0,1,1,1
1,25,21,4,0,9,2,15,20,20,15,15,15,4,9,7,4,6,4,50,0,30,10,0,10,6,6,8,8,6,7,7,8,8,7,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.25,7,10,3,7,6,0,1,0,0
1,25,24,1,1,9,2,45,5,25,20,0,5,8,7,8,3,6,2,50,0,30,10,0,10,6,6,8,8,6,7,8,7,5,7,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.73,7,10,3,7,5,0,1,0,0
1,25,25,0,1,9,2,35,10,35,10,10,0,8,10,10,7,9,9,50,0,30,10,0,10,6,6,8,8,6,7,6,6,6,6,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,-0.3,7,10,3,6,7,0,1,0,0
1,25,23,2,1,9,2,20,20,20,20,10,10,5,10,8,4,8,2,50,0,30,10,0,10,6,6,8,8,6,6,6,7,7,8,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.37,7,10,3,6,6,0,1,0,0
1,25,21,4,1,9,2,20,5,25,25,10,15,5,6,7,5,7,8,50,0,30,10,0,10,6,6,8,8,6,5,8,7,7,7,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.06,7,10,3,6,7,0,0,1,0
1,25,23,2,0,9,2,10,25,20,25,5,15,3,7,6,1,1,1,50,0,30,10,0,10,6,6,8,8,6,6,6,8,8,8,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.19,7,10,3,6,6,0,1,0,0
1,25,22,3,0,9,2,15,15,25,20,15,10,4,8,7,4,5,4,50,0,30,10,0,10,6,6,8,8,6,8,8,8,6,6,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.59,7,10,3,7,7,0,1,0,0
1,25,25,0,1,9,2,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,50,0,30,10,0,10,6,6,8,8,6,8,7,7,7,8,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.28,7,10,3,7,6,0,1,1,1
1,25,26,1,0,9,2,20,10,20,30,10,10,8,9,9,7,6,5,50,0,30,10,0,10,6,6,8,8,6,6,6,7,8,7,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.42,7,10,3,6,5,0,1,1,1
1,30,21,9,0,1,1,15,20,20,15,15,15,7,6,7,4,6,7,35,15,25,10,5,10,7,7,6,8,4,3,6,7,5,8,7,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.34,4,2,1,2,1,0,0,1,0
1,30,24,6,1,1,1,45,5,25,20,0,5,7,5,9,6,7,9,35,15,25,10,5,10,7,7,6,8,4,5,3,4,3,5,3,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.6,4,2,1,4,3,0,0,1,0
1,30,25,5,1,1,1,35,10,35,10,10,0,8,9,10,7,7,9,35,15,25,10,5,10,7,7,6,8,4,6,3,5,4,5,4,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.26,4,2,1,2,2,0,0,0,0
1,30,23,7,1,1,1,20,20,20,20,10,10,7,10,10,7,10,5,35,15,25,10,5,10,7,7,6,8,4,7,6,3,5,6,5,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.35,4,2,1,6,4,0,1,0,0
1,30,21,9,1,1,1,20,5,25,25,10,15,6,6,8,5,5,6,35,15,25,10,5,10,7,7,6,8,4,2,3,4,4,5,3,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.05,4,2,1,3,3,0,0,1,0
1,30,23,7,0,1,1,10,25,20,25,5,15,8,8,8,8,3,4,35,15,25,10,5,10,7,7,6,8,4,5,6,8,4,5,4,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.47,4,2,1,3,3,0,0,1,0
1,30,22,8,0,1,1,15,15,25,20,15,10,7,7,8,7,7,7,35,15,25,10,5,10,7,7,6,8,4,7,6,5,4,4,3,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.31,4,2,1,5,4,0,0,1,0
1,30,25,5,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,6,7,8,5,7,7,35,15,25,10,5,10,7,7,6,8,4,6,4,7,5,6,4,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.05,4,2,1,4,4,0,0,1,0
1,30,26,4,0,1,1,20,10,20,30,10,10,6,8,9,6,6,6,35,15,25,10,5,10,7,7,6,8,4,8,6,7,8,6,5,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.21,4,2,1,8,4,0,1,1,1
1,27,21,6,0,8,8,15,20,20,15,15,15,4,9,7,6,5,6,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,6,7,5,6,8,6,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.5,5,2,2,7,5,0,0,0,0
1,27,24,3,1,8,8,45,5,25,20,0,5,5,8,7,5,9,5,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,7,7,7,7,7,5,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.07,5,2,2,7,6,0,1,0,0
1,27,25,2,1,8,8,35,10,35,10,10,0,7,9,9,8,9,7,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,4,5,6,4,6,4,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.29,5,2,2,5,1,0,0,0,0
1,27,23,4,1,8,8,20,20,20,20,10,10,5,9,9,5,9,7,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,6,7,8,6,6,5,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.15,5,2,2,7,7,0,0,0,0
1,27,21,6,1,8,8,20,5,25,25,10,15,5,5,7,6,7,5,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,5,5,6,5,5,5,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.07,5,2,2,6,5,0,0,1,0
1,27,23,4,0,8,8,10,25,20,25,5,15,4,8,9,2,8,3,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,6,7,8,7,8,5,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.03,5,2,2,7,6,0,0,0,0
1,27,22,5,0,8,8,15,15,25,20,15,10,5,7,8,5,9,5,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,8,7,6,7,7,5,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.08,5,2,2,7,5,0,1,0,0
